,type,profit,profitPercent,coinChange,order.coinAmt,order.usdtAmt,order.enterPrice,order.exitPrice,order.entryTime,order.exitTime
0,short,-0.10489841797057409,-1.0489841797057409,11.330078125,0.009258401999814833,10.0,10801.0,10812.330078125,1595927400000.0,1595927520000.0
1,short,-0.19924495471296666,-2.0135715946041124,21.91015625,0.009093725870300835,9.895101582029426,10881.240234375,10903.150390625,1595934480000.0,1595934540000.0
2,short,-0.12986749368047867,-1.3394122734302678,14.580078125,0.008907187778219213,9.69585662731646,10885.4296875,10900.009765625,1595934600000.0,1595934900000.0
3,short,-0.19846616408413809,-2.0747061418488375,22.7802734375,0.008712194110779581,9.56598913363598,10980.0,11002.7802734375,1595935620000.0,1595936520000.0
4,short,0.4459567675681768,4.760669058594389,-52.6005859375,0.008478171100566393,9.367522969551842,11048.990234375,10996.3896484375,1595938080000.0,1595938560000.0
5,short,0.3391105253087261,3.4555584195687707,-38.1103515625,0.008898121150958095,9.81347973712002,11028.7099609375,10990.599609375,1595941560000.0,1595941920000.0
6,short,-0.12366593940366499,-1.2180727893778027,13.419921875,0.009215101291613677,10.152590262428745,11017.33984375,11030.759765625,1595957100000.0,1595957220000.0
7,short,0.1385614472381036,1.3816182351679023,-15.259765625,0.009080181874556635,10.02892432302508,11044.849609375,11029.58984375,1595970600000.0,1595971200000.0
8,short,0.22938355313765157,2.2560499057547636,-24.919921875,0.00920482633486003,10.167485770263184,11045.8203125,11020.900390625,1595972760000.0,1595973180000.0
9,short,0.2264176900672794,2.1777487340123436,-23.91015625,0.009469519466953619,10.396869323400836,10979.2998046875,10955.3896484375,1595981280000.0,1595982420000.0
10,short,-0.12696023750125107,-1.1951125611149538,13.029296875,0.009744212501969624,10.623287013468115,10902.150390625,10915.1796875,1595986020000.0,1595986260000.0
11,short,0.21368340538221275,2.0357922342078516,-22.26953125,0.00959532569336033,10.496326775966864,10939.0,10916.73046875,1595988960000.0,1595989920000.0
12,short,-0.26301754230493657,-2.455810385343684,26.91015625,0.009773913605757639,10.710010181349077,10957.75,10984.66015625,1595992440000.0,1595992560000.0
13,short,-0.1115294864047911,-1.0675750453577004,11.720703125,0.009515596907057727,10.44699263904414,10978.8095703125,10990.5302734375,1595999940000.0,1596000000000.0
14,short,0.1286510021979268,1.2447531406957164,-13.6796875,0.00940452785912918,10.335463152639349,10989.8798828125,10976.2001953125,1596000360000.0,1596001260000.0
15,short,0.1563726785345665,1.4943709158818728,-16.6103515625,0.009414170310976022,10.464114154837276,11115.2802734375,11098.669921875,1596011820000.0,1596012600000.0
16,short,-0.15276520522569115,-1.4384011545089457,16.01953125,0.009536184476414848,10.620486833371842,11137.0400390625,11153.0595703125,1596013260000.0,1596013440000.0
17,short,-0.14040555366501906,-1.3413191394724269,14.8896484375,0.009429742700399658,10.467721628146151,11100.75,11115.6396484375,1596023580000.0,1596023820000.0
18,short,1.0006961713779106,9.68979901613196,-109.3203125,0.009153799037831175,10.327316074481132,11282.0,11172.6796875,1596034200000.0,1596034440000.0
19,short,-0.1861668817698643,-1.6434205554281391,18.4794921875,0.010074242294156786,11.328012245859043,11244.5302734375,11263.009765625,1596047880000.0,1596048540000.0
20,short,0.08460600473809166,0.7593536077136896,-8.5595703125,0.00988437522553393,11.141845364089178,11272.1796875,11263.6201171875,1596048720000.0,1596049020000.0
21,short,0.45649555697704614,4.066249805745449,-45.7900390625,0.009969320103745023,11.22645136882727,11261.0,11215.2099609375,1596056760000.0,1596057420000.0
22,short,-0.12772544914309947,-1.0932639680232576,12.16015625,0.010503602627892981,11.682946925804316,11122.7998046875,11134.9599609375,1596070800000.0,1596071280000.0
23,short,-0.11939409101806575,-1.0332479672433217,11.349609375,0.01051966522134736,11.555221476661217,10984.400390625,10995.75,1596098460000.0,1596099060000.0
24,short,0.13262652248309337,1.1597457535044322,-12.76953125,0.010386170007852484,11.435827385643151,11010.6298828125,10997.8603515625,1596099600000.0,1596100920000.0
25,short,-0.15144072181581691,-1.309083504317181,14.439453125,0.010487981816542627,11.568453908126244,11030.2001953125,11044.6396484375,1596116820000.0,1596117120000.0
26,short,-0.28916652626308803,-2.532768610706461,27.990234375,0.010330979097529423,11.417013186310427,11051.240234375,11079.23046875,1596131580000.0,1596132060000.0
27,short,-0.17135562609013277,-1.539881266564863,17.1396484375,0.00999761615385413,11.12784666004734,11130.5,11147.6396484375,1596139020000.0,1596139620000.0
28,short,-0.19687730556925942,-1.7969010786307589,20.0498046875,0.009819412639565659,10.956491033957207,11157.990234375,11178.0400390625,1596149880000.0,1596149940000.0
29,short,-0.135397353998286,-1.2583848957426451,14.0498046875,0.00963695631432845,10.759613728387947,11164.9501953125,11179.0,1596150060000.0,1596150660000.0
30,short,-0.19835714277802197,-1.8670284545048825,20.6005859375,0.009628713638525601,10.624216374389661,11033.8896484375,11054.490234375,1596170400000.0,1596170880000.0
31,short,-0.11148642794405816,-1.0693260427498068,11.8193359375,0.009432545832827063,10.42585923161164,11053.0703125,11064.8896484375,1596170940000.0,1596171420000.0
32,short,-0.1987730485550685,-1.9271462486249173,21.330078125,0.009318908603625053,10.314372803667581,11068.2197265625,11089.5498046875,1596176100000.0,1596176160000.0
33,short,-0.1595705965269758,-1.5774704455494835,17.490234375,0.009123410990710639,10.115599755112513,11087.51953125,11105.009765625,1596176220000.0,1596176580000.0
34,short,-0.16926099418520835,-1.7000853602286499,18.8896484375,0.008960515847885462,9.956029158585537,11111.0,11129.8896484375,1596176880000.0,1596177120000.0
